participant	gender	age	handedness	block_num	trial_num	practicing	mask_type	mask_size	background	figure	d_orientation	rt	response	initial_fixation
6b0d31c0d563223024da45691584643ac78c96e8	m	12	r	0	17	False	central	4	circle	figure	90	0.774179935455	CIRCLE	BOTTOM
6b0d31c0d563223024da45691584643ac78c96e8	m	12	r	0	18	False	central	8	circle	figure	0	1.39901614189	CIRCLE	BOTTOM
6b0d31c0d563223024da45691584643ac78c96e8	m	12	r	0	19	False	central	6	square	figure	90	2.32975292206	CIRCLE	BOTTOM
6b0d31c0d563223024da45691584643ac78c96e8	m	12	r	0	20	False	central	6	circle	figure	90	1.35354208946	CIRCLE	BOTTOM
6b0d31c0d563223024da45691584643ac78c96e8	m	12	r	0	21	False	central	6	square	background	270	1.54379010201	SQUARE	BOTTOM
6b0d31c0d563223024da45691584643ac78c96e8	m	12	r	0	22	False	peripheral	8	circle	figure	270	0.85200881958	CIRCLE	BOTTOM
6b0d31c0d563223024da45691584643ac78c96e8	m	12	r	0	23	False	peripheral	6	square	background	180	1.05130505562	SQUARE	TOP
6b0d31c0d563223024da45691584643ac78c96e8	m	12	r	0	24	False	peripheral	4	circle	background	90	0.561312198639	CIRCLE	BOTTOM
6b0d31c0d563223024da45691584643ac78c96e8	m	12	r	0	1	False	peripheral	8	circle	background	90	0.603482961655	CIRCLE	BOTTOM
6b0d31c0d563223024da45691584643ac78c96e8	m	12	r	0	2	False	peripheral	8	circle	figure	90	0.889214992523	CIRCLE	BOTTOM
6b0d31c0d563223024da45691584643ac78c96e8	m	12	r	0	3	False	peripheral	8	square	figure	90	1.15348601341	SQUARE	TOP
